the_geom,UNITID,LATITUDE,LONGITUDE,POINT_X,POINT_Y
POINT (-73.9580571425145 40.78463980282417),CB103809,40.7846398,-73.95805714,995865.184575,225145.095599
POINT (-73.9225198208738 40.58800257677115),CB314730,40.58800257,-73.92251982,1005769.85652,153511.13142
POINT (-73.9902547313193 40.72807559082355),CB110454,40.72807559,-73.99025473,986951.038223,204534.280656
POINT (-73.97946117031988 40.637767199477075),CB309896,40.63776719,-73.97946117,989950.339762,171632.833343
POINT (-73.99902096914542 40.57270961133019),CB327338,40.57270961,-73.99902096,984521.9848,147930.006959
POINT (-73.89281520003689 40.64014712361362),CB300825,40.64014712,-73.8928152,1013996.96481,172517.435191
POINT (-74.04010078519768 40.621740394048665),CB309057,40.62174039,-74.04010078,973117.76896,165795.719506
POINT (-73.91649075035431 40.83091589434929),CB205275,40.83091589,-73.91649075,1007360.03929,242013.350258
POINT (-73.85761444684408 40.832743405295275),CB202070,40.8327434,-73.85761444,1023652.15499,242700.187386
POINT (-73.88336988048502 40.70567582374435),CB482459,40.70567582,-73.88336988,1016586.53331,196394.738108
POINT (-73.87721021302303 40.674724948402975),CB322739,40.67472494,-73.87721021,1018310.15062,185120.772619
POINT (-73.99946723833808 40.62115557599871),CB330166,40.62115557,-73.99946723,984397.899338,165580.107154
POINT (-73.89855288415498 40.63923870586258),CB300741,40.6392387,-73.89855288,1012404.97108,172184.577941
POINT (-73.9246463091571 40.67696507452149),CB316136,40.67696507,-73.9246463,1005151.35052,185922.032738
POINT (-73.96983445851515 40.61397613417397),CB311200,40.61397613,-73.96983445,992625.118922,162965.889573
POINT (-73.88996247273487 40.80978393679107),CB200400,40.80978393,-73.88996247,1014711.04428,234322.330334
POINT (-73.84652891231701 40.817109466818415),CB202874,40.81710946,-73.84652891,1026729.81591,237009.363138
POINT (-73.86011195331497 40.89820574652563),CB210796,40.89820574,-73.86011195,1022922.93616,266549.528041
POINT (-73.96396219553378 40.607688154140526),CB312303,40.60768815,-73.96396219,994256.428202,160675.631152
POINT (-73.97614982666622 40.68535958307412),CB317637,40.68535958,-73.97614982,990864.648006,188972.305095
POINT (-73.98318580425094 40.63680598803601),CB310531,40.63680598,-73.9831858,988916.67345,171282.417636
POINT (-73.93119754157634 40.864461461241625),CB112902,40.86446146,-73.93119754,1003280.53791,254231.72806
POINT (-73.99239441539916 40.591680911357514),CB330442,40.59168091,-73.99239441,986362.309176,154841.81606
POINT (-73.88486680481701 40.68090233335944),CB323248,40.68090233,-73.8848668,1016183.36353,187368.485197
POINT (-73.91500330249242 40.707209768102864),CB404154,40.70720976,-73.9150033,1007815.40225,196943.505966
POINT (-74.00827173966299 40.612491228814356),CB330217,40.61249122,-74.00827173,981953.394574,162423.566234
POINT (-74.12981788210196 40.63655307844815),CB502880,40.63655307,-74.12981788,948219.746512,171216.526098
POINT (-73.9818318808698 40.679452815340746),CB306249,40.67945281,-73.98183188,989289.223667,186819.920833
POINT (-73.89986442493827 40.814290242324674),CB200193,40.81429024,-73.89986442,1011968.06926,235960.84875
POINT (-73.8775780086878 40.88541921629652),CB220117,40.88541921,-73.877578,1018100.84868,261883.648967
POINT (-74.01499825646933 40.640521539558335),CB307895,40.64052153,-74.01499825,980087.560807,172636.002101
POINT (-73.97088756961807 40.75583303210213),CB109016,40.75583303,-73.97088756,992315.558241,214648.389348
POINT (-73.94655196390437 40.6094255811338),CB312956,40.60942558,-73.94655196,999090.249184,161311.090008
POINT (-73.89223780611886 40.65800287990289),CB324795,40.65800287,-73.8922378,1014149.20578,179022.969951
POINT (-73.96510428596079 40.58973281612694),CB314536,40.58973281,-73.96510428,993941.915912,154133.91451
POINT (-73.94939258114458 40.63459474248941),CB328113,40.63459474,-73.94939258,998296.232892,170480.41083
POINT (-73.9674707440674 40.58658033664566),CB326239,40.58658033,-73.96747074,993285.083669,152985.133933
POINT (-73.94232654827718 40.60755024961216),CB313023,40.60755024,-73.94232654,1000263.91726,160628.602389
POINT (-73.94573674647779 40.81790117469898),CB100648,40.81790117,-73.94573674,999269.549734,237265.250302
POINT (-73.96396348940839 40.57924752172429),CB327819,40.57924752,-73.96396348,994260.331608,150313.987397
POINT (-73.94283038095577 40.805818923399514),CB100920,40.80581892,-73.94283038,1000076.87672,232863.767887
POINT (-73.73848423928962 40.69280663143693),CB447055,40.69280663,-73.73848423,1056771.02305,191792.83554
POINT (-73.98537697885504 40.586640319002626),CB329212,40.58664031,-73.98537697,988311.577805,153005.648409
POINT (-73.90350465765967 40.83599893894412),CB203143,40.83599893,-73.90350465,1010951.72089,243868.98255
POINT (-73.96749818000477 40.60729667577713),CB312688,40.60729667,-73.96749818,993274.662867,160532.621449
POINT (-73.96467275589933 40.59487888550569),CB313879,40.59487888,-73.96467275,994061.012744,156008.805855
POINT (-73.9862540032039 40.75169602973177),CB107447,40.75169602,-73.986254,988058.545843,213140.103821
POINT (-74.00883728589162 40.731207288252925),CB112471,40.73120728,-74.00883728,981800.737067,205675.229042
POINT (-73.99163390403588 40.60427277323532),CB330679,40.60427277,-73.9916339,986573.088896,159429.372301
POINT (-73.89211708657871 40.83075026095167),CB203606,40.83075026,-73.89211708,1014105.18775,241960.372671
POINT (-73.95738739566607 40.78034811848474),CB103927,40.78034811,-73.95738739,996051.417426,223581.578918
POINT (-73.87461957361589 40.73111732965932),CB481605,40.73111732,-73.87461957,1018999.34959,205667.199645
POINT (-73.74164301793232 40.67056400444878),CB481811,40.670564,-73.74164301,1055918.96417,183686.639462
POINT (-74.08902174029373 40.63621279802095),CB501397,40.63621279,-74.08902174,959542.36499,171078.409331
POINT (-73.82882041926426 40.83575993671455),CB215145,40.83575993,-73.82882041,1031618.12904,243813.480847
POINT (-73.90916822823903 40.80627345003576),CB204439,40.80627344,-73.90916822,1009395.75584,233037.240454
POINT (-73.9134145929399 40.63785749538025),CB301571,40.63785749,-73.91341459,1008280.84816,171676.938918
POINT (-73.84179553391185 40.834023224355256),CB202858,40.83402322,-73.84179553,1028028.85398,243173.982845
POINT (-74.00251548023408 40.57913049413624),CB327857,40.57913049,-74.00251548,983551.240969,150269.302307
POINT (-74.00504416609868 40.75624779532412),CB106329,40.75624779,-74.00504416,982852.529478,214798.200966
POINT (-73.85576725638455 40.86942839432879),CB212887,40.86942839,-73.85576725,1024141.31773,256066.743665
POINT (-73.95580659147635 40.687821892722425),CB316344,40.68782189,-73.95580659,996506.222752,189871.587381
POINT (-73.96062263974869 40.63678350837431),CB328374,40.6367835,-73.96062263,995178.940001,171276.236216
POINT (-73.936893584921 40.64975769951234),CB333758,40.64975769,-73.93689358,1001761.38454,176006.939066
POINT (-73.95079900455256 40.66728854274115),CB331230,40.66728854,-73.950799,997899.185863,182391.439843
POINT (-73.84307451405876 40.876376542647265),CB210252,40.87637654,-73.84307451,1027647.28716,258604.258916
POINT (-73.89058939705875 40.83693359280942),CB203265,40.83693359,-73.89058939,1014525.14182,244213.711835
POINT (-73.91619898291015 40.618980800689855),CB303395,40.6189808,-73.91619898,1007514.65025,164798.907025
POINT (-74.0145805729742 40.717897033056396),CB108793,40.71789703,-74.01458057,980208.17197,200826.104336
POINT (-73.88086276015692 40.66300162381339),CB324641,40.66300162,-73.88086276,1017302.79534,180848.238101
POINT (-73.93767479311647 40.603260656512),CB318922,40.60326065,-73.93767479,1001556.66005,159066.678037
POINT (-73.94409529452611 40.583539900130454),CB312767,40.5835399,-73.94409529,999778.380617,151880.704102
POINT (-73.97985342769222 40.722838499522176),CB110993,40.72283849,-73.97985342,989834.344466,202626.738072
POINT (-73.91561211587376 40.81364625083214),CB204147,40.81364625,-73.91561211,1007609.25073,235721.628534
POINT (-73.98628294193368 40.60272027026974),CB331518,40.60272027,-73.98628294,988059.027104,158863.94285
POINT (-73.95613242417198 40.582561713583246),CB329382,40.58256171,-73.95613242,996435.063886,151522.422211
POINT (-73.93703664129491 40.665479576133606),CB331801,40.66547957,-73.93703664,1001717.57071,181734.826693
POINT (-73.8674434425196 40.86649102629455),CB214293,40.86649102,-73.86744344,1020913.58675,254991.444673
POINT (-73.9172185659264 40.683377145041746),CB350591,40.68337714,-73.91721856,1007209.42441,188259.9935
POINT (-73.78726935426458 40.85104304981439),CB213294,40.85104304,-73.78726935,1043102.43071,249406.872456
POINT (-73.84672817783498 40.901686467044854),CB213054,40.90168646,-73.84672817,1026620.74314,267823.887688
POINT (-74.00878773160206 40.6568334431294),CB314398,40.65683344,-74.00878773,981811.752751,178578.642935
POINT (-73.95483731998003 40.68877144560686),CB315624,40.68877144,-73.95483731,996774.853901,190217.6743
POINT (-74.16165539676234 40.61573132915601),CB512297,40.61573132,-74.16165539,939369.425559,163645.323152
POINT (-73.81673745653603 40.702326639514546),CB480106,40.70232663,-73.81673745,1035063.37926,195206.156529
POINT (-73.96658973776997 40.80830763759232),CB103090,40.80830763,-73.96658973,993498.9746,233767.0937
POINT (-73.8453717411395 40.86100424299462),CB211870,40.86100424,-73.84537174,1027021.88286,253002.406475
POINT (-73.97006955246407 40.68462071590261),CB318357,40.68462071,-73.97006955,992551.053631,188703.632036
POINT (-73.94631138991659 40.731539822761405),CB320252,40.73153982,-73.94631139,999129.778472,205800.818124
POINT (-73.90384113082072 40.62207945256403),CB302405,40.62207945,-73.90384113,1010944.1688,165931.351039
POINT (-73.99885575185549 40.72808780162611),CB110791,40.7280878,-73.99885575,984567.144399,204538.581271
POINT (-73.97228581383548 40.616725844070274),CB310967,40.61672584,-73.97228581,991944.211059,163967.45599
POINT (-73.96217664543582 40.58312727635175),CB328505,40.58312727,-73.96217664,994756.076245,151727.688036
POINT (-73.97912616199326 40.67979466577185),CB306240,40.67979466,-73.97912616,990039.669196,186944.634007
POINT (-73.86953721459882 40.857657648082785),CB213421,40.85765764,-73.86953721,1020339.26759,251772.236687
POINT (-73.98155740195183 40.66677697000844),CB306839,40.66677697,-73.9815574,989366.327165,182201.764824
POINT (-73.93264446929801 40.623179448950125),CB303439,40.62317944,-73.93264446,1002947.91605,166324.645769
POINT (-74.00619325498373 40.678549615643256),CB305285,40.67854961,-74.00619325,982532.176631,186490.397253
POINT (-73.98277605845038 40.742076539531595),CB107855,40.74207653,-73.98277605,989022.854468,209635.58563
POINT (-73.97768774974271 40.69348551002873),CB317760,40.69348551,-73.97768774,990437.363727,191932.705522
POINT (-74.00162360595526 40.735881745410154),CB120046,40.73588174,-74.0016236,983800.047521,207378.160987
POINT (-74.0257103988441 40.61618916470135),CB309525,40.61618916,-74.02571039,977112.037331,163771.759971
POINT (-73.95154750106677 40.616549397754305),CB326976,40.61654939,-73.9515475,997701.765268,163905.675077
POINT (-73.91886082805154 40.687570883460296),CB317111,40.68757088,-73.91886082,1006752.52803,189787.467532
POINT (-73.88750084920993 40.654119782102384),CB325691,40.65411978,-73.88750084,1015465.31638,177609.903078
POINT (-73.84488392139653 40.84130475976343),CB202036,40.84130475,-73.84488392,1027169.52846,245825.384645
POINT (-73.9867464018771 40.730094926163865),CB111290,40.73009492,-73.9867464,987923.309656,205270.11513
POINT (-73.91978222766714 40.671707002844364),CB332410,40.671707,-73.91978222,1006502.28677,184007.565771
POINT (-73.81862626995056 40.836675544997334),CB213670,40.83667554,-73.81862626,1034438.31862,244152.74676
POINT (-73.95102105661135 40.57694693005699),CB313335,40.57694693,-73.95102105,997855.988328,149477.569386
POINT (-73.99217358457773 40.75069670364863),CB108029,40.7506967,-73.99217358,986418.464668,212775.815133
POINT (-73.88419592188585 40.66567824149879),CB324953,40.66567824,-73.88419592,1016376.77222,181822.164261
POINT (-73.87511588748815 40.677589543509875),CB323521,40.67758954,-73.87511588,1018889.59858,186165.24693
POINT (-73.90597666069917 40.82803102326014),CB202804,40.82803102,-73.90597666,1010270.7965,240965.234941
POINT (-73.98262118810538 40.748449872016465),CB107484,40.74844987,-73.98262118,989065.309273,211957.602848
POINT (-73.85686666094986 40.89679062148179),CB211342,40.89679062,-73.85686666,1023820.95953,266035.389783
POINT (-73.9937491647612 40.75139074449931),CB108010,40.75139074,-73.99374916,985981.900691,213028.641506
POINT (-73.93164401625586 40.695118363695315),CB304053,40.69511836,-73.93164401,1003205.18972,192534.209987
POINT (-73.96441381956333 40.76724059436977),CB104751,40.76724059,-73.96441381,994107.413098,218805.200749
POINT (-73.92374046120635 40.65261516402788),CB334886,40.65261516,-73.92374046,1005410.33457,177050.895328
POINT (-73.98056638693201 40.61806529540193),CB311163,40.61806529,-73.98056638,989645.190756,164454.834556
POINT (-74.0039628833998 40.70591482646677),CB109862,40.70591482,-74.00396288,983151.265862,196460.311832
POINT (-73.73023411269821 40.703032569932056),CB447753,40.70303256,-73.73023411,1059047.38776,195525.368274
POINT (-73.98109090320456 40.62465508875057),CB310258,40.62465508,-73.9810909,989499.055533,166855.638405
POINT (-73.75476274310272 40.6583660766218),CB446367,40.65836607,-73.75476274,1052291.96635,179232.146865
POINT (-73.96132152740215 40.598358296869215),CB311648,40.59835829,-73.96132152,994991.149514,157276.837165
POINT (-73.94221770304908 40.61402879391883),CB302643,40.61402879,-73.9422177,1000292.5829,162988.923974
POINT (-73.89714596316182 40.67312858107965),CB322908,40.67312858,-73.89714596,1012780.94111,184532.048462
POINT (-73.89317810391424 40.817910963678045),CB207353,40.81791096,-73.8931781,1013817.26961,237282.192922
POINT (-73.91712955406483 40.736377364840145),CB482399,40.73637736,-73.91712955,1007215.84424,207569.589919
POINT (-74.00421293291011 40.61658683549104),CB330106,40.61658683,-74.00421293,983080.372889,163915.622533
POINT (-73.92948040673774 40.59378599801331),CB313960,40.59378599,-73.9294804,1003834.88159,155616.544195
POINT (-73.85178165826598 40.655832308119976),CB480618,40.6558323,-73.85178165,1025375.31246,178248.572203
POINT (-73.91973447091371 40.587873694410625),CB314839,40.58787369,-73.91973447,1006543.52085,153464.872861
POINT (-73.90956592026187 40.66859323699229),CB331978,40.66859323,-73.90956592,1009337.44504,182875.89359
POINT (-73.87733847598277 40.64415381868512),CB326072,40.64415381,-73.87733847,1018290.16863,173982.817015
POINT (-73.88147660889238 40.876273248952565),CB206512,40.87627324,-73.8814766,1017027.35785,258549.927653
POINT (-73.9783533010007 40.75911841248804),CB107655,40.75911841,-73.9783533,990246.891962,215844.761207
POINT (-74.00019016793568 40.5728366630073),CB327503,40.57283,-74.0001,984197.1695,147976.2936
POINT (-73.97458847685628 40.61125128906479),CB329599,40.61125128,-73.97458847,991305.507941,161972.738819
POINT (-73.96838869784285 40.62085320377146),CB311405,40.6208532,-73.96838869,993025.613706,165471.52798
POINT (-73.9492991276106 40.80282869875831),CB101271,40.80282869,-73.94929912,998286.695217,231773.221281
POINT (-73.87132330430448 40.807636870875115),CB200735,40.80763687,-73.8713233,1019871.9618,233547.1094
POINT (-73.98870393147742 40.77422001703224),CB104840,40.77422001,-73.98870393,987378.696195,221346.236399
POINT (-73.94091063159584 40.60538754443512),CB318934,40.60538754,-73.94091063,1000657.59965,159840.935156
POINT (-73.960721964237 40.57786390322299),CB328565,40.5778639,-73.96072196,995160.998304,149810.287868
POINT (-73.92847718518408 40.860131213462715),CB101999,40.86013121,-73.92847718,1004034.26774,252654.654117
POINT (-73.91128455753014 40.85269644761206),CB206326,40.85269644,-73.91128455,1008792.7445,249950.234452
POINT (-73.93572255311743 40.83104380413844),CB102157,40.8310438,-73.93572255,1002037.86861,242055.463035
POINT (-73.95461479872051 40.616980559784544),CB327414,40.61698055,-73.95461479,996850.11664,164062.302579
POINT (-73.97564048290111 40.623553571901844),CB310296,40.62355357,-73.97564048,991012.172063,166454.70031
POINT (-73.95522662253435 40.72635295046698),CB320112,40.72635295,-73.95522662,996659.89121,203909.690567
